date,neighborhood
2022-10-21 00:00:00+00:00,Harlem Park
2025-05-23 00:00:00+00:00,Harlem Park
2026-03-18 00:00:00+00:00,Harlem Park
2023-09-14 00:00:00+00:00,Harlem Park
2009-07-16 00:00:00+00:00,Harlem Park
2025-05-22 00:00:00+00:00,Harlem Park
2008-04-10 00:00:00+00:00,Harlem Park
2026-03-18 00:00:00+00:00,Harlem Park
2025-01-16 00:00:00+00:00,Harlem Park
2013-04-19 00:00:00+00:00,Harlem Park
2023-02-14 00:00:00+00:00,Harlem Park
2016-08-05 00:00:00+00:00,Harlem Park
2026-01-07 00:00:00+00:00,Harlem Park
2006-03-06 00:00:00+00:00,Harlem Park
2008-04-18 00:00:00+00:00,Harlem Park
2008-10-22 00:00:00+00:00,Harlem Park
2021-11-05 00:00:00+00:00,Harlem Park
2024-01-16 00:00:00+00:00,Harlem Park
2006-08-24 00:00:00+00:00,Harlem Park
2024-01-11 00:00:00+00:00,Harlem Park
2008-07-17 00:00:00+00:00,Midtown-Edmondson
2022-05-11 00:00:00+00:00,Midtown-Edmondson
2025-11-19 00:00:00+00:00,Midtown-Edmondson
2021-08-12 00:00:00+00:00,Downtown
2025-08-07 00:00:00+00:00,Downtown
2024-12-31 00:00:00+00:00,Downtown
2025-09-11 00:00:00+00:00,Downtown
2023-01-12 00:00:00+00:00,Downtown
2021-06-10 00:00:00+00:00,Downtown
2024-07-31 00:00:00+00:00,Downtown
2024-08-18 00:00:00+00:00,Downtown
2024-09-20 00:00:00+00:00,Carrollton Ridge
2011-12-18 00:00:00+00:00,Carrollton Ridge
2026-02-27 00:00:00+00:00,Carrollton Ridge
2026-03-25 00:00:00+00:00,Ridgely's Delight
2025-11-04 00:00:00+00:00,Upton
2026-03-06 00:00:00+00:00,Upton
2008-01-09 00:00:00+00:00,Upton
2023-11-28 00:00:00+00:00,Upton
2024-08-23 00:00:00+00:00,Upton
2025-07-09 00:00:00+00:00,Upton
2024-02-27 00:00:00+00:00,Upton
2007-10-15 00:00:00+00:00,Upton
2025-07-09 00:00:00+00:00,Upton
2025-12-22 00:00:00+00:00,Sandtown-Winchester
2025-12-22 00:00:00+00:00,Sandtown-Winchester
2025-12-22 00:00:00+00:00,Sandtown-Winchester
2025-12-12 00:00:00+00:00,Sandtown-Winchester
2023-03-31 00:00:00+00:00,Sandtown-Winchester
2009-08-25 00:00:00+00:00,Sandtown-Winchester
2017-08-23 00:00:00+00:00,Sandtown-Winchester
2020-07-31 00:00:00+00:00,Sandtown-Winchester
2008-10-28 00:00:00+00:00,Sandtown-Winchester
2008-02-26 00:00:00+00:00,Sandtown-Winchester
2008-02-20 00:00:00+00:00,Sandtown-Winchester
2025-12-08 00:00:00+00:00,Sandtown-Winchester
2008-02-27 00:00:00+00:00,Sandtown-Winchester
2011-01-05 00:00:00+00:00,Midtown-Edmondson
2023-04-11 00:00:00+00:00,Midtown-Edmondson
2020-02-08 00:00:00+00:00,Midtown-Edmondson
2023-04-11 00:00:00+00:00,Midtown-Edmondson
2019-04-20 00:00:00+00:00,Midtown-Edmondson
2006-04-26 00:00:00+00:00,Midtown-Edmondson
2023-04-10 00:00:00+00:00,Midtown-Edmondson
2008-10-15 00:00:00+00:00,Midtown-Edmondson
2008-10-10 00:00:00+00:00,Midtown-Edmondson
2016-01-14 00:00:00+00:00,Midtown-Edmondson
2024-02-05 00:00:00+00:00,Harlem Park
2007-12-20 00:00:00+00:00,Harlem Park
2017-06-28 00:00:00+00:00,Harlem Park
2026-02-05 00:00:00+00:00,Harlem Park
2021-07-15 00:00:00+00:00,Mt. Clare
2025-11-28 00:00:00+00:00,Mt. Clare
2024-03-17 00:00:00+00:00,Mt. Clare
2026-05-12 00:00:00+00:00,Mt. Clare
2023-03-16 00:00:00+00:00,Mt. Clare
2025-06-11 00:00:00+00:00,Sandtown-Winchester
2018-09-16 00:00:00+00:00,Sandtown-Winchester
2024-07-11 00:00:00+00:00,Sandtown-Winchester
2016-06-29 00:00:00+00:00,Sandtown-Winchester
2025-01-14 00:00:00+00:00,Sandtown-Winchester
2023-04-03 00:00:00+00:00,Sandtown-Winchester
2015-07-31 00:00:00+00:00,Sandtown-Winchester
2014-05-16 00:00:00+00:00,Sandtown-Winchester
2011-10-31 00:00:00+00:00,Sandtown-Winchester
2018-07-10 00:00:00+00:00,Sandtown-Winchester
2014-06-10 00:00:00+00:00,Sandtown-Winchester
2012-04-10 00:00:00+00:00,Sandtown-Winchester
2025-11-28 00:00:00+00:00,Sandtown-Winchester
2014-06-10 00:00:00+00:00,Sandtown-Winchester
2024-07-09 00:00:00+00:00,Sandtown-Winchester
2025-01-14 00:00:00+00:00,Sandtown-Winchester
2022-05-13 00:00:00+00:00,Upton
2025-11-06 00:00:00+00:00,Upton
2026-02-25 00:00:00+00:00,Madison Park
2017-05-30 00:00:00+00:00,Harlem Park
2006-02-24 00:00:00+00:00,Harlem Park
2009-03-25 00:00:00+00:00,Harlem Park
2010-09-15 00:00:00+00:00,Midtown-Edmondson
2013-02-04 00:00:00+00:00,Harlem Park
2025-01-16 00:00:00+00:00,Harlem Park
2023-04-05 00:00:00+00:00,Harlem Park
2006-03-13 00:00:00+00:00,Harlem Park
2021-05-24 00:00:00+00:00,Harlem Park
2017-12-06 00:00:00+00:00,Harlem Park
2026-04-14 00:00:00+00:00,Harlem Park
2008-05-06 00:00:00+00:00,Midtown-Edmondson
2009-05-27 00:00:00+00:00,Harlem Park
2021-07-27 00:00:00+00:00,Harlem Park
2012-03-06 00:00:00+00:00,Harlem Park
2006-02-23 00:00:00+00:00,Harlem Park
2009-08-14 00:00:00+00:00,Midtown-Edmondson
2019-03-06 00:00:00+00:00,Midtown-Edmondson
2023-04-03 00:00:00+00:00,Sandtown-Winchester
2025-12-08 00:00:00+00:00,Sandtown-Winchester
2019-03-24 00:00:00+00:00,Sandtown-Winchester
2019-10-01 00:00:00+00:00,Sandtown-Winchester
2016-01-07 00:00:00+00:00,Sandtown-Winchester
2019-09-13 00:00:00+00:00,Sandtown-Winchester
2023-01-31 00:00:00+00:00,Penrose/Fayette Street Outreach
2007-06-22 00:00:00+00:00,Penrose/Fayette Street Outreach
2009-11-06 00:00:00+00:00,Penrose/Fayette Street Outreach
2023-12-22 00:00:00+00:00,Franklin Square
2011-02-17 00:00:00+00:00,Franklin Square
2008-10-31 00:00:00+00:00,Franklin Square
2012-12-26 00:00:00+00:00,Franklin Square
2006-01-19 00:00:00+00:00,Franklin Square
2024-01-22 00:00:00+00:00,Franklin Square
2005-03-29 00:00:00+00:00,Franklin Square
2011-11-23 00:00:00+00:00,Franklin Square
2011-05-03 00:00:00+00:00,Franklin Square
2011-02-18 00:00:00+00:00,Franklin Square
2019-05-24 00:00:00+00:00,Franklin Square
2024-02-19 00:00:00+00:00,Penrose/Fayette Street Outreach
2013-03-18 00:00:00+00:00,Penrose/Fayette Street Outreach
2026-06-29 00:00:00+00:00,Penrose/Fayette Street Outreach
2013-08-01 00:00:00+00:00,Poppleton
2023-11-15 00:00:00+00:00,Penrose/Fayette Street Outreach
2005-05-25 00:00:00+00:00,Carrollton Ridge
2024-11-06 00:00:00+00:00,Carrollton Ridge
2023-02-12 00:00:00+00:00,Carrollton Ridge
2009-01-07 00:00:00+00:00,Carrollton Ridge
2022-03-08 00:00:00+00:00,Carrollton Ridge
2019-08-01 00:00:00+00:00,Carrollton Ridge
2025-04-25 00:00:00+00:00,Carrollton Ridge
2020-05-07 00:00:00+00:00,Carrollton Ridge
2008-01-07 00:00:00+00:00,Carrollton Ridge
2008-01-07 00:00:00+00:00,Carrollton Ridge
2007-07-19 00:00:00+00:00,Carrollton Ridge
2025-09-15 00:00:00+00:00,Carrollton Ridge
2013-10-17 00:00:00+00:00,Carrollton Ridge
2008-09-03 00:00:00+00:00,Carrollton Ridge
2025-03-20 00:00:00+00:00,Carrollton Ridge
2008-09-15 00:00:00+00:00,Carrollton Ridge
2008-01-31 00:00:00+00:00,Carrollton Ridge
2025-02-25 00:00:00+00:00,Carrollton Ridge
2025-12-23 00:00:00+00:00,Carrollton Ridge
2010-03-23 00:00:00+00:00,Carrollton Ridge
2007-10-31 00:00:00+00:00,Carrollton Ridge
2022-04-14 00:00:00+00:00,Carrollton Ridge
2007-10-31 00:00:00+00:00,Carrollton Ridge
2017-10-09 00:00:00+00:00,Carrollton Ridge
2026-06-09 00:00:00+00:00,Carrollton Ridge
2025-01-09 00:00:00+00:00,Carrollton Ridge
2023-02-10 00:00:00+00:00,Carrollton Ridge
2007-06-22 00:00:00+00:00,Carrollton Ridge
2013-09-23 00:00:00+00:00,Carrollton Ridge
2025-12-03 00:00:00+00:00,Carrollton Ridge
2007-07-30 00:00:00+00:00,Carrollton Ridge
2011-12-28 00:00:00+00:00,Carrollton Ridge
2023-01-14 00:00:00+00:00,Carrollton Ridge
2025-01-27 00:00:00+00:00,Carrollton Ridge
2026-04-09 00:00:00+00:00,Carrollton Ridge
2016-09-16 00:00:00+00:00,Carrollton Ridge
2024-06-12 00:00:00+00:00,Carrollton Ridge
2018-04-27 00:00:00+00:00,Carrollton Ridge
2007-08-02 00:00:00+00:00,Carrollton Ridge
2020-05-05 00:00:00+00:00,Carrollton Ridge
2009-12-23 00:00:00+00:00,Carrollton Ridge
2026-02-10 00:00:00+00:00,Carrollton Ridge
2022-04-14 00:00:00+00:00,Carrollton Ridge
2025-12-31 00:00:00+00:00,Carrollton Ridge
2021-06-03 00:00:00+00:00,Carrollton Ridge
2017-09-01 00:00:00+00:00,Carrollton Ridge
2018-10-09 00:00:00+00:00,Berea
2019-06-25 00:00:00+00:00,Carroll-South Hilton
2007-10-11 00:00:00+00:00,Midtown-Edmondson
2024-01-16 00:00:00+00:00,Midtown-Edmondson
2024-08-23 00:00:00+00:00,Harlem Park
2013-06-10 00:00:00+00:00,Harlem Park
2019-02-24 00:00:00+00:00,Harlem Park
2015-10-09 00:00:00+00:00,Penrose/Fayette Street Outreach
2020-01-02 00:00:00+00:00,Penrose/Fayette Street Outreach
2026-03-10 00:00:00+00:00,Harlem Park
2025-06-11 00:00:00+00:00,Harlem Park
2015-06-18 00:00:00+00:00,Penrose/Fayette Street Outreach
2023-04-05 00:00:00+00:00,Harlem Park
2025-01-16 00:00:00+00:00,Harlem Park
2025-01-16 00:00:00+00:00,Harlem Park
2025-12-09 00:00:00+00:00,Harlem Park
2025-10-16 00:00:00+00:00,Harlem Park
2011-01-12 00:00:00+00:00,Harlem Park
2019-01-08 00:00:00+00:00,Penrose/Fayette Street Outreach
2023-08-10 00:00:00+00:00,Franklin Square
2025-10-29 00:00:00+00:00,Franklin Square
2012-03-23 00:00:00+00:00,Franklin Square
2013-12-11 00:00:00+00:00,Franklin Square
2025-05-09 00:00:00+00:00,Franklin Square
2024-02-01 00:00:00+00:00,Franklin Square
2014-07-18 00:00:00+00:00,Franklin Square
2025-05-01 00:00:00+00:00,Franklin Square
2026-06-10 00:00:00+00:00,Bolton Hill
2016-05-23 00:00:00+00:00,Upton
2011-09-15 00:00:00+00:00,Upton
2007-11-21 00:00:00+00:00,Upton
2023-05-16 00:00:00+00:00,Upton
2022-09-21 00:00:00+00:00,Upton
2023-05-16 00:00:00+00:00,Upton
2005-09-12 00:00:00+00:00,Upton
2026-03-31 00:00:00+00:00,Upton
2014-09-26 00:00:00+00:00,Upton
2026-02-12 00:00:00+00:00,Upton
2026-04-24 00:00:00+00:00,Franklin Square
2014-04-03 00:00:00+00:00,Franklin Square
2025-04-24 00:00:00+00:00,Booth-Boyd
2025-02-28 00:00:00+00:00,Franklin Square
2007-11-29 00:00:00+00:00,Franklin Square
2024-03-24 00:00:00+00:00,Booth-Boyd
2025-08-12 00:00:00+00:00,Franklin Square
2022-02-13 00:00:00+00:00,Franklin Square
2022-02-03 00:00:00+00:00,Booth-Boyd
2010-11-30 00:00:00+00:00,Booth-Boyd
2015-05-20 00:00:00+00:00,Booth-Boyd
2008-10-10 00:00:00+00:00,Booth-Boyd
2022-03-16 00:00:00+00:00,Booth-Boyd
2026-04-24 00:00:00+00:00,Franklin Square
2016-01-26 00:00:00+00:00,Upton
2016-07-06 00:00:00+00:00,Upton
2021-07-26 00:00:00+00:00,Upton
2025-09-11 00:00:00+00:00,Upton
2009-02-27 00:00:00+00:00,Upton
2008-01-10 00:00:00+00:00,Upton
2021-11-09 00:00:00+00:00,Upton
2023-10-24 00:00:00+00:00,Bolton Hill
2021-08-25 00:00:00+00:00,Bolton Hill
2020-05-28 00:00:00+00:00,Midtown-Edmondson
2026-01-22 00:00:00+00:00,Harlem Park
2006-11-02 00:00:00+00:00,Harlem Park
2016-10-21 00:00:00+00:00,Harlem Park
2026-03-10 00:00:00+00:00,Harlem Park
2025-12-05 00:00:00+00:00,Harlem Park
2026-03-12 00:00:00+00:00,Harlem Park
2007-08-31 00:00:00+00:00,Harlem Park
2004-11-08 00:00:00+00:00,Harlem Park
2022-09-28 00:00:00+00:00,Harlem Park
2004-12-03 00:00:00+00:00,Harlem Park
2021-02-01 00:00:00+00:00,Harlem Park
2023-05-16 00:00:00+00:00,Harlem Park
2017-12-20 00:00:00+00:00,Harlem Park
2015-11-13 00:00:00+00:00,Harlem Park
2025-05-09 00:00:00+00:00,Harlem Park
2025-10-30 00:00:00+00:00,Harlem Park
2025-01-16 00:00:00+00:00,Harlem Park
2025-01-16 00:00:00+00:00,Harlem Park
2022-05-11 00:00:00+00:00,Harlem Park
2025-05-01 00:00:00+00:00,Franklin Square
2016-03-16 00:00:00+00:00,Franklin Square
2019-05-24 00:00:00+00:00,Penrose/Fayette Street Outreach
2010-04-15 00:00:00+00:00,Franklin Square
2021-11-30 00:00:00+00:00,Franklin Square
2007-06-14 00:00:00+00:00,Penrose/Fayette Street Outreach
2012-02-24 00:00:00+00:00,Harlem Park
2025-01-20 00:00:00+00:00,Franklin Square
2018-07-08 00:00:00+00:00,Franklin Square
2017-11-29 00:00:00+00:00,Franklin Square
2017-11-29 00:00:00+00:00,Franklin Square
2008-06-30 00:00:00+00:00,Franklin Square
2021-12-10 00:00:00+00:00,Franklin Square
2025-01-20 00:00:00+00:00,Franklin Square
2025-05-09 00:00:00+00:00,Harlem Park
2004-11-12 00:00:00+00:00,Upton
2016-04-27 00:00:00+00:00,Upton
2004-11-12 00:00:00+00:00,Upton
2009-12-28 00:00:00+00:00,Upton
2009-02-02 00:00:00+00:00,Upton
2007-11-19 00:00:00+00:00,Upton
2008-03-03 00:00:00+00:00,Upton
2009-07-16 00:00:00+00:00,Upton
2005-11-15 00:00:00+00:00,Upton
2025-08-21 00:00:00+00:00,Upton
2025-12-19 00:00:00+00:00,Mount Vernon
2026-02-17 00:00:00+00:00,Carrollton Ridge
2023-04-17 00:00:00+00:00,Carrollton Ridge
2005-11-03 00:00:00+00:00,Carrollton Ridge
2024-09-29 00:00:00+00:00,Carrollton Ridge
2022-05-27 00:00:00+00:00,Carrollton Ridge
2024-02-01 00:00:00+00:00,Carrollton Ridge
2024-01-07 00:00:00+00:00,Carrollton Ridge
2021-07-23 00:00:00+00:00,Carrollton Ridge
2018-08-21 00:00:00+00:00,Carrollton Ridge
2020-05-07 00:00:00+00:00,Carrollton Ridge
2005-11-03 00:00:00+00:00,Carrollton Ridge
2026-02-17 00:00:00+00:00,Carrollton Ridge
2024-08-01 00:00:00+00:00,Carrollton Ridge
2026-02-26 00:00:00+00:00,Carrollton Ridge
2026-03-19 00:00:00+00:00,Carrollton Ridge
2005-11-04 00:00:00+00:00,Carrollton Ridge
2008-08-01 00:00:00+00:00,Carrollton Ridge
2008-08-01 00:00:00+00:00,Carrollton Ridge
2021-06-17 00:00:00+00:00,Carrollton Ridge
2022-07-11 00:00:00+00:00,Carrollton Ridge
2008-01-07 00:00:00+00:00,Carrollton Ridge
2024-11-29 00:00:00+00:00,Carrollton Ridge
2026-02-03 00:00:00+00:00,Carrollton Ridge
2004-11-09 00:00:00+00:00,Upton
2022-09-19 00:00:00+00:00,Upton
2018-04-18 00:00:00+00:00,Upton
2025-12-17 00:00:00+00:00,Upton
2020-08-13 00:00:00+00:00,Upton
2016-06-09 00:00:00+00:00,Upton
2025-07-09 00:00:00+00:00,Upton
2019-10-29 00:00:00+00:00,Upton
2024-12-17 00:00:00+00:00,Upton
2024-12-17 00:00:00+00:00,Upton
2020-01-02 00:00:00+00:00,Washington Village/Pigtown
2011-08-09 00:00:00+00:00,Washington Village/Pigtown
2026-05-28 00:00:00+00:00,Washington Village/Pigtown
2026-05-28 00:00:00+00:00,Washington Village/Pigtown
2025-07-11 00:00:00+00:00,Washington Village/Pigtown
2023-11-22 00:00:00+00:00,Washington Village/Pigtown
2021-03-12 00:00:00+00:00,Washington Village/Pigtown
2015-05-06 00:00:00+00:00,Washington Village/Pigtown
2025-04-22 00:00:00+00:00,Washington Village/Pigtown
2011-08-08 00:00:00+00:00,Midtown-Edmondson
2011-05-24 00:00:00+00:00,Midtown-Edmondson
2008-11-13 00:00:00+00:00,Midtown-Edmondson
2014-07-03 00:00:00+00:00,Midtown-Edmondson
2014-05-08 00:00:00+00:00,Sandtown-Winchester
2008-02-20 00:00:00+00:00,Sandtown-Winchester
2019-11-07 00:00:00+00:00,Sandtown-Winchester
2008-10-15 00:00:00+00:00,Sandtown-Winchester
2004-12-07 00:00:00+00:00,Sandtown-Winchester
2004-12-08 00:00:00+00:00,Sandtown-Winchester
2019-05-11 00:00:00+00:00,Midtown-Edmondson
2017-12-06 00:00:00+00:00,Harlem Park
2009-03-19 00:00:00+00:00,Harlem Park
2025-04-14 00:00:00+00:00,Harlem Park
2009-04-09 00:00:00+00:00,Harlem Park
2017-02-23 00:00:00+00:00,Midtown-Edmondson
2016-10-24 00:00:00+00:00,Harlem Park
2010-08-02 00:00:00+00:00,Harlem Park
2009-04-22 00:00:00+00:00,Harlem Park
2010-07-22 00:00:00+00:00,Midtown-Edmondson
2021-05-28 00:00:00+00:00,Midtown-Edmondson
2009-05-06 00:00:00+00:00,Harlem Park
2017-05-31 00:00:00+00:00,Harlem Park
2022-05-11 00:00:00+00:00,Harlem Park
2024-08-23 00:00:00+00:00,Harlem Park
2023-04-12 00:00:00+00:00,Harlem Park
2013-01-03 00:00:00+00:00,Harlem Park
2023-12-26 00:00:00+00:00,Harlem Park
2009-03-17 00:00:00+00:00,Harlem Park
2026-03-11 00:00:00+00:00,Harlem Park
2010-08-18 00:00:00+00:00,Harlem Park
2025-10-15 00:00:00+00:00,Harlem Park
2010-03-12 00:00:00+00:00,Harlem Park
2026-02-05 00:00:00+00:00,Penrose/Fayette Street Outreach
2014-04-04 00:00:00+00:00,Penrose/Fayette Street Outreach
2026-04-10 00:00:00+00:00,Penrose/Fayette Street Outreach
2008-07-18 00:00:00+00:00,Harlem Park
2024-09-01 00:00:00+00:00,Harlem Park
2023-04-11 00:00:00+00:00,Harlem Park
2024-04-10 00:00:00+00:00,Harlem Park
2023-04-05 00:00:00+00:00,Harlem Park
2023-04-06 00:00:00+00:00,Harlem Park
2023-04-06 00:00:00+00:00,Harlem Park
2023-04-04 00:00:00+00:00,Harlem Park
2010-02-26 00:00:00+00:00,Harlem Park
2015-12-02 00:00:00+00:00,Sandtown-Winchester
2025-11-04 00:00:00+00:00,Sandtown-Winchester
2024-05-20 00:00:00+00:00,Sandtown-Winchester
2023-03-17 00:00:00+00:00,Sandtown-Winchester
2017-06-28 00:00:00+00:00,Sandtown-Winchester
2024-01-16 00:00:00+00:00,Midtown-Edmondson
2010-04-15 00:00:00+00:00,Midtown-Edmondson
2024-05-19 00:00:00+00:00,Sandtown-Winchester
2014-07-18 00:00:00+00:00,Sandtown-Winchester
2018-11-01 00:00:00+00:00,Midtown-Edmondson
2014-12-31 00:00:00+00:00,Midtown-Edmondson
2010-01-26 00:00:00+00:00,Midtown-Edmondson
2009-05-22 00:00:00+00:00,Midtown-Edmondson
2025-07-05 00:00:00+00:00,Midtown-Edmondson
2025-11-21 00:00:00+00:00,Sandtown-Winchester
2025-11-21 00:00:00+00:00,Sandtown-Winchester
2025-11-28 00:00:00+00:00,Sandtown-Winchester
2010-02-16 00:00:00+00:00,Midtown-Edmondson
2006-04-06 00:00:00+00:00,Midtown-Edmondson
2022-09-22 00:00:00+00:00,Midtown-Edmondson
2007-03-14 00:00:00+00:00,Midtown-Edmondson
2025-11-14 00:00:00+00:00,Midtown-Edmondson
2015-03-30 00:00:00+00:00,Midtown-Edmondson
2008-04-01 00:00:00+00:00,Sandtown-Winchester
2010-04-22 00:00:00+00:00,Sandtown-Winchester
2014-04-30 00:00:00+00:00,Sandtown-Winchester
2009-07-02 00:00:00+00:00,Sandtown-Winchester
2008-10-06 00:00:00+00:00,Sandtown-Winchester
2026-04-06 00:00:00+00:00,Midtown-Edmondson
2009-06-29 00:00:00+00:00,Sandtown-Winchester
2011-11-10 00:00:00+00:00,Sandtown-Winchester
2026-01-26 00:00:00+00:00,Sandtown-Winchester
2024-04-03 00:00:00+00:00,Sandtown-Winchester
2025-12-15 00:00:00+00:00,Mid-Town Belvedere
2026-06-17 00:00:00+00:00,Charles North
2026-05-14 00:00:00+00:00,Charles North
2026-05-15 00:00:00+00:00,Charles North
2009-04-22 00:00:00+00:00,Harlem Park
2026-03-19 00:00:00+00:00,Harlem Park
2025-11-14 00:00:00+00:00,Harlem Park
2023-04-06 00:00:00+00:00,Harlem Park
2024-01-18 00:00:00+00:00,Harlem Park
2024-07-12 00:00:00+00:00,Harlem Park
2007-10-15 00:00:00+00:00,Harlem Park
2009-04-09 00:00:00+00:00,Harlem Park
2023-04-05 00:00:00+00:00,Harlem Park
2025-07-18 00:00:00+00:00,Harlem Park
2021-10-31 00:00:00+00:00,Harlem Park
2026-02-05 00:00:00+00:00,Harlem Park
2020-04-28 00:00:00+00:00,Harlem Park
2021-11-05 00:00:00+00:00,Harlem Park
2015-04-02 00:00:00+00:00,Harlem Park
2018-07-10 00:00:00+00:00,Harlem Park
2025-01-16 00:00:00+00:00,Harlem Park
2025-04-10 00:00:00+00:00,Penrose/Fayette Street Outreach
2026-07-08 00:00:00+00:00,Penrose/Fayette Street Outreach
2018-07-11 00:00:00+00:00,Harlem Park
2008-07-18 00:00:00+00:00,Harlem Park
2023-04-06 00:00:00+00:00,Harlem Park
2019-02-22 00:00:00+00:00,Harlem Park
2018-07-17 00:00:00+00:00,Harlem Park
2025-01-16 00:00:00+00:00,Harlem Park
2019-02-22 00:00:00+00:00,Harlem Park
2017-06-28 00:00:00+00:00,Harlem Park
2020-03-20 00:00:00+00:00,Harlem Park
2017-06-28 00:00:00+00:00,Harlem Park
2017-06-28 00:00:00+00:00,Harlem Park
2024-07-12 00:00:00+00:00,Harlem Park
2017-06-28 00:00:00+00:00,Harlem Park
2016-04-15 00:00:00+00:00,Harlem Park
2015-12-14 00:00:00+00:00,Harlem Park
2006-04-26 00:00:00+00:00,Penrose/Fayette Street Outreach
2023-06-26 00:00:00+00:00,Penrose/Fayette Street Outreach
2026-01-20 00:00:00+00:00,Penrose/Fayette Street Outreach
2012-09-06 00:00:00+00:00,Penrose/Fayette Street Outreach
2022-03-25 00:00:00+00:00,Penrose/Fayette Street Outreach
2021-08-17 00:00:00+00:00,Penrose/Fayette Street Outreach
2010-10-13 00:00:00+00:00,Penrose/Fayette Street Outreach
2024-07-10 00:00:00+00:00,Upton
2024-07-10 00:00:00+00:00,Upton
2025-03-06 00:00:00+00:00,Upton
2026-06-30 00:00:00+00:00,Upton
2026-06-30 00:00:00+00:00,Upton
2024-01-18 00:00:00+00:00,Upton
2025-06-20 00:00:00+00:00,Upton
2025-09-16 00:00:00+00:00,Upton
2025-06-30 00:00:00+00:00,Upton
2024-12-17 00:00:00+00:00,Upton
2015-10-16 00:00:00+00:00,Upton
2023-05-16 00:00:00+00:00,Upton
2023-02-24 00:00:00+00:00,Upton
2023-02-24 00:00:00+00:00,Upton
2019-07-26 00:00:00+00:00,Upton
2022-11-25 00:00:00+00:00,Upton
2025-11-13 00:00:00+00:00,Upton
2019-01-27 00:00:00+00:00,Upton
2016-06-09 00:00:00+00:00,Upton
2019-12-06 00:00:00+00:00,Downtown
2015-03-12 00:00:00+00:00,Downtown
2008-10-01 00:00:00+00:00,Carrollton Ridge
2014-10-24 00:00:00+00:00,Carrollton Ridge
2014-09-18 00:00:00+00:00,Carrollton Ridge
2007-05-29 00:00:00+00:00,Ridgely's Delight
2015-04-15 00:00:00+00:00,Upton
2004-11-08 00:00:00+00:00,Upton
2008-01-03 00:00:00+00:00,Upton
2023-03-11 00:00:00+00:00,Sandtown-Winchester
2012-08-09 00:00:00+00:00,Sandtown-Winchester
2012-06-15 00:00:00+00:00,Sandtown-Winchester
2026-02-25 00:00:00+00:00,Sandtown-Winchester
2026-04-03 00:00:00+00:00,Sandtown-Winchester
2006-03-14 00:00:00+00:00,Sandtown-Winchester
2026-03-31 00:00:00+00:00,Sandtown-Winchester
2009-05-29 00:00:00+00:00,Sandtown-Winchester
2008-10-17 00:00:00+00:00,Sandtown-Winchester
2023-04-11 00:00:00+00:00,Midtown-Edmondson
2018-02-22 00:00:00+00:00,Sandtown-Winchester
2025-12-09 00:00:00+00:00,Sandtown-Winchester
2024-02-28 00:00:00+00:00,Midtown-Edmondson
2010-03-04 00:00:00+00:00,Midtown-Edmondson
2006-07-31 00:00:00+00:00,Midtown-Edmondson
2008-10-07 00:00:00+00:00,Sandtown-Winchester
2008-06-10 00:00:00+00:00,Sandtown-Winchester
2013-12-13 00:00:00+00:00,Sandtown-Winchester
2012-04-19 00:00:00+00:00,Sandtown-Winchester
2010-08-30 00:00:00+00:00,Sandtown-Winchester
2011-12-28 00:00:00+00:00,Shipley Hill
2019-11-27 00:00:00+00:00,CARE
2019-02-27 00:00:00+00:00,Poppleton
2020-01-02 00:00:00+00:00,Poppleton
2025-05-27 00:00:00+00:00,Poppleton
2009-06-09 00:00:00+00:00,Penrose/Fayette Street Outreach
2008-12-18 00:00:00+00:00,Penrose/Fayette Street Outreach
2011-03-08 00:00:00+00:00,Penrose/Fayette Street Outreach
2017-02-13 00:00:00+00:00,Penrose/Fayette Street Outreach
2024-01-25 00:00:00+00:00,Penrose/Fayette Street Outreach
2014-02-28 00:00:00+00:00,Penrose/Fayette Street Outreach
2009-03-30 00:00:00+00:00,Penrose/Fayette Street Outreach
2024-12-05 00:00:00+00:00,Penrose/Fayette Street Outreach
2022-04-14 00:00:00+00:00,Penrose/Fayette Street Outreach
2024-02-06 00:00:00+00:00,Penrose/Fayette Street Outreach
2026-05-28 00:00:00+00:00,Penrose/Fayette Street Outreach
2023-04-21 00:00:00+00:00,Penrose/Fayette Street Outreach
2023-04-20 00:00:00+00:00,Penrose/Fayette Street Outreach
2014-05-23 00:00:00+00:00,Penrose/Fayette Street Outreach
2025-04-15 00:00:00+00:00,Penrose/Fayette Street Outreach
2025-06-17 00:00:00+00:00,Penrose/Fayette Street Outreach
2025-01-29 00:00:00+00:00,Penrose/Fayette Street Outreach
2011-09-14 00:00:00+00:00,Penrose/Fayette Street Outreach
2026-01-26 00:00:00+00:00,Penrose/Fayette Street Outreach
2015-01-09 00:00:00+00:00,Penrose/Fayette Street Outreach
2016-05-17 00:00:00+00:00,Penrose/Fayette Street Outreach
2008-10-09 00:00:00+00:00,Penrose/Fayette Street Outreach
2022-02-14 00:00:00+00:00,Penrose/Fayette Street Outreach
2025-01-20 00:00:00+00:00,Penrose/Fayette Street Outreach
2008-12-23 00:00:00+00:00,Penrose/Fayette Street Outreach
2011-05-04 00:00:00+00:00,Penrose/Fayette Street Outreach
2023-04-20 00:00:00+00:00,Penrose/Fayette Street Outreach
2013-01-28 00:00:00+00:00,Penrose/Fayette Street Outreach
2026-01-26 00:00:00+00:00,Penrose/Fayette Street Outreach
2023-04-20 00:00:00+00:00,Penrose/Fayette Street Outreach
